[Actuators @ factory.py:85][DEBUG] 2017-10-27 15:49:28,258: Logging to: logs/2017_Oct_27/Actuators/15_49_28.log
[Actuators @ arduino.py:76][INFO] 2017-10-27 15:49:28,567: configuring for the first time. whoiam=naboris actuators
[Actuators @ arduino.py:79][INFO] 2017-10-27 15:49:28,591: Found suitable addresses: '['/dev/ttyUSB0']'
[Actuators @ arduino.py:284][DEBUG] 2017-10-27 15:49:28,595: /dev/ttyUSB0 is ready
[Actuators @ arduino.py:353][DEBUG] 2017-10-27 15:49:30,188: Checking 'whoareyou' protocol
[Actuators @ arduino.py:397][DEBUG] 2017-10-27 15:49:31,389: Writing 'whoareyou' again
[Actuators @ arduino.py:397][DEBUG] 2017-10-27 15:49:31,989: Writing 'whoareyou' again
[Actuators @ arduino.py:387][DEBUG] 2017-10-27 15:49:32,024: received packet: 'iamnaboris actuators'
[Actuators @ arduino.py:316][DEBUG] 2017-10-27 15:49:32,025: Found ID 'naboris actuators'
[Actuators @ arduino.py:353][DEBUG] 2017-10-27 15:49:32,026: Checking 'init?' protocol
[Actuators @ arduino.py:387][DEBUG] 2017-10-27 15:49:32,323: received packet: 'init:24\t20\t1\t4800\t5000\t9990\t100\t0\t10'
[Actuators @ arduino.py:338][DEBUG] 2017-10-27 15:49:32,324: sent initialization data: '24\t20\t1\t4800\t5000\t9990\t100\t0\t10'
[Actuators @ arduino.py:136][INFO] 2017-10-27 15:49:32,324: address '/dev/ttyUSB0' has ID 'naboris actuators'
[Actuators @ arduino.py:86][INFO] 2017-10-27 15:49:32,325: configuring done. Finding whoiam=naboris actuators
[Actuators @ arduino.py:157][INFO] 2017-10-27 15:49:32,338: Device has started!
[Actuators @ actuators.py:71][INFO] 2017-10-27 15:49:32,346: Number of leds: 24
[Actuators @ arduino.py:196][DEBUG] 2017-10-27 15:49:32,361: Write queue not empty
[Actuators @ arduino.py:196][DEBUG] 2017-10-27 15:49:32,384: Write queue not empty
[Actuators @ arduino.py:196][DEBUG] 2017-10-27 15:49:32,471: Write queue not empty
[Actuators @ node.py:64][DEBUG] 2017-10-27 15:49:34,116: [log buffer start]
[DEBUG, 1509133772.3531399]: writing: o000015015015024
[DEBUG, 1509133772.35887]: writing: x
[DEBUG, 1509133772.3591244]: writing: b50505180
[DEBUG, 1509133772.4604087]: writing: c090090
[DEBUG, 1509133772.4832897]: Bno055Message(t: 1509133772.4957623, pt: 1509133772.4832897, at: 2.236, n: 0, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-10.75, 0.25, 15.0625), gyro: (-0.0011, -0.0022, 0.0011), accel: (-0.61, 0.98, -0.01), linaccel: (-0.01, 0.01, 0.3), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133772.848649]: Bno055Message(t: 1509133772.868356, pt: 1509133772.848649, at: 2.606, n: 11, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.6875, 1.375, 15.0625), gyro: (-0.0033, 0.0011, 0.0), accel: (-0.6, 0.98, -0.01), linaccel: (-0.02, 0.02, 0.16), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133772.8923638]: Bno055Message(t: 1509133772.9042857, pt: 1509133772.8923638, at: 2.639, n: 12, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, 5.1875, 15.375), gyro: (0.0, -0.0011, -0.0011), accel: (-0.6, 0.99, 10.03), linaccel: (0.0, 0.03, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133772.9150372]: Bno055Message(t: 1509133772.9181337, pt: 1509133772.9150372, at: 2.673, n: 13, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, -0.0625, -0.0625), gyro: (0.0011, -0.0011, -0.0011), accel: (-0.6, 0.99, 9.99), linaccel: (-0.01, 0.03, 0.25), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133772.95921]: Bno055Message(t: 1509133772.9669795, pt: 1509133772.95921, at: 2.706, n: 14, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.25, -0.0625, -0.0625), gyro: (0.0, 0.0, -0.0011), accel: (-0.59, 0.98, -0.01), linaccel: (-0.01, 0.02, 0.17), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133772.9928591]: Bno055Message(t: 1509133772.9977355, pt: 1509133772.9928591, at: 2.74, n: 15, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, 5.5625, 15.875), gyro: (0.0, 0.0011, 0.0022), accel: (-0.59, 0.99, 10.03), linaccel: (-0.01, 0.03, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.0260835]: Bno055Message(t: 1509133773.0374093, pt: 1509133773.0260835, at: 2.774, n: 16, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, -0.0625, -0.0625), gyro: (0.0022, -0.0011, -0.0011), accel: (-0.61, 0.98, 10.03), linaccel: (-0.02, 0.02, 0.29), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.0587623]: Bno055Message(t: 1509133773.064454, pt: 1509133773.0587623, at: 2.806, n: 17, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.0625, 1.0625, 15.375), gyro: (0.0011, 0.0011, -0.0033), accel: (-0.59, 1.0, -0.01), linaccel: (0.0, 0.04, 0.19), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.0915444]: Bno055Message(t: 1509133773.103623, pt: 1509133773.0915444, at: 2.84, n: 18, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, 1.375, 15.0625), gyro: (0.0011, 0.0011, 0.0011), accel: (-0.6, 0.97, 10.06), linaccel: (-0.01, 0.01, 0.32), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.1243727]: Bno055Message(t: 1509133773.1288009, pt: 1509133773.1243727, at: 2.874, n: 19, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, -0.0625, -0.0625), gyro: (-0.0033, 0.0033, -0.0011), accel: (-0.59, 0.97, 10.01), linaccel: (0.0, 0.01, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.1571577]: Bno055Message(t: 1509133773.1670914, pt: 1509133773.1571577, at: 2.907, n: 20, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.25, 0.25, 14.5625), gyro: (-0.0011, -0.0011, -0.0022), accel: (-0.59, 0.99, -0.01), linaccel: (0.0, 0.03, 0.16), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.1897035]: Bno055Message(t: 1509133773.1914313, pt: 1509133773.1897035, at: 2.94, n: 21, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, 1.0625, 14.5625), gyro: (0.0, -0.0011, -0.0011), accel: (-0.59, 0.99, 10.05), linaccel: (-0.02, 0.04, 0.28), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.2225237]: Bno055Message(t: 1509133773.2293162, pt: 1509133773.2225237, at: 2.974, n: 22, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, -0.0625, -0.0625), gyro: (-0.0011, -0.0011, 0.0011), accel: (-0.61, 0.97, 10.01), linaccel: (-0.03, 0.01, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.2553446]: Bno055Message(t: 1509133773.2683718, pt: 1509133773.2553446, at: 3.007, n: 23, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.0625, 1.0625, 15.0625), gyro: (-0.0022, -0.0011, -0.0022), accel: (-0.59, 0.98, -0.01), linaccel: (-0.01, 0.02, 0.17), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.2879906]: Bno055Message(t: 1509133773.2997434, pt: 1509133773.2879906, at: 3.041, n: 24, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, 0.25, 16.25), gyro: (-0.0011, 0.0, -0.0011), accel: (-0.6, 0.97, 10.0), linaccel: (-0.02, 0.01, 0.26), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.321271]: Bno055Message(t: 1509133773.333815, pt: 1509133773.321271, at: 3.075, n: 25, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, -0.0625, -0.0625), gyro: (0.0, -0.0033, 0.0011), accel: (-0.58, 0.99, 10.03), linaccel: (0.0, 0.03, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.3546891]: Bno055Message(t: 1509133773.3663435, pt: 1509133773.3546891, at: 3.107, n: 26, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.0625, 1.375, 15.375), gyro: (0.0, 0.0022, -0.0011), accel: (-0.59, 0.99, -0.01), linaccel: (-0.01, 0.03, 0.16), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.387697]: Bno055Message(t: 1509133773.3928404, pt: 1509133773.387697, at: 3.141, n: 27, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.375, 0.6875, 14.25), gyro: (0.0, 0.0, -0.0011), accel: (-0.6, 1.0, 10.05), linaccel: (-0.02, 0.04, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.4207685]: Bno055Message(t: 1509133773.4256387, pt: 1509133773.4207685, at: 3.175, n: 28, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.375, -0.0625, -0.0625), gyro: (0.0, 0.0011, 0.0022), accel: (-0.59, 1.0, 10.02), linaccel: (-0.01, 0.04, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.4544115]: Bno055Message(t: 1509133773.4562953, pt: 1509133773.4544115, at: 3.208, n: 29, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.375, 0.6875, 14.5625), gyro: (0.0, 0.0022, -0.0022), accel: (-0.61, 0.98, -0.01), linaccel: (-0.02, 0.02, 0.16), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.498424]: Bno055Message(t: 1509133773.5074668, pt: 1509133773.498424, at: 3.241, n: 30, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, 0.25, 15.0625), gyro: (-0.0022, 0.0, -0.0011), accel: (-0.58, 0.98, 9.92), linaccel: (0.0, 0.02, 0.18), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.520739]: Bno055Message(t: 1509133773.5320168, pt: 1509133773.520739, at: 3.275, n: 31, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, -0.0625, -0.0625), gyro: (-0.0011, -0.0022, 0.0011), accel: (-0.57, 1.0, 9.9), linaccel: (0.0, 0.04, 0.16), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.5646503]: Bno055Message(t: 1509133773.5732174, pt: 1509133773.5646503, at: 3.308, n: 32, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.0625, 0.6875, 15.375), gyro: (-0.0022, 0.0011, -0.0022), accel: (-0.57, 0.94, -0.01), linaccel: (0.01, -0.01, 0.07), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.5872226]: Bno055Message(t: 1509133773.5979688, pt: 1509133773.5872226, at: 3.343, n: 33, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.75, 0.25, 15.0625), gyro: (-0.0011, 0.0033, 0.0), accel: (-0.62, 0.98, 9.87), linaccel: (-0.04, 0.02, 0.13), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.6310482]: Bno055Message(t: 1509133773.6474445, pt: 1509133773.6310482, at: 3.377, n: 34, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.75, -0.0625, -0.0625), gyro: (0.0, 0.0, 0.0), accel: (-0.59, 0.97, 9.93), linaccel: (0.0, 0.01, 0.18), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.653751]: Bno055Message(t: 1509133773.6615872, pt: 1509133773.653751, at: 3.408, n: 35, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-11.875, 0.6875, 15.375), gyro: (0.0, 0.0044, -0.0011), accel: (-0.55, 0.95, -0.01), linaccel: (0.03, 0.0, 0.2), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.6972556]: Bno055Message(t: 1509133773.7069793, pt: 1509133773.6972556, at: 3.442, n: 36, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, 0.6875, 14.25), gyro: (-0.0022, 0.0022, 0.0022), accel: (-0.57, 0.96, 10.04), linaccel: (0.01, 0.0, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.720276]: Bno055Message(t: 1509133773.7395802, pt: 1509133773.720276, at: 3.477, n: 37, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, -0.0625, -0.0625), gyro: (0.0011, -0.0011, 0.0011), accel: (-0.56, 0.96, 10.01), linaccel: (0.02, 0.0, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.7645996]: Bno055Message(t: 1509133773.775387, pt: 1509133773.7645996, at: 3.51, n: 38, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-13.0625, 0.6875, 15.0625), gyro: (-0.0011, -0.0022, -0.0011), accel: (-0.56, 0.97, -0.01), linaccel: (0.02, 0.01, 0.21), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.7868106]: Bno055Message(t: 1509133773.7893057, pt: 1509133773.7868106, at: 3.544, n: 39, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 1.375, 14.25), gyro: (-0.0011, 0.0022, -0.0011), accel: (-0.6, 1.0, 10.02), linaccel: (-0.01, 0.04, 0.28), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.830769]: Bno055Message(t: 1509133773.8326313, pt: 1509133773.830769, at: 3.577, n: 40, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 1.375, -0.0625), gyro: (-0.0022, 0.0033, 0.0022), accel: (-0.59, 0.99, 10.02), linaccel: (0.0, 0.03, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.8527136]: Bno055Message(t: 1509133773.8640602, pt: 1509133773.8527136, at: 3.61, n: 41, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.25, 1.0625, 14.5625), gyro: (0.0, 0.0, 0.0), accel: (-0.6, 0.98, -0.01), linaccel: (-0.01, 0.02, 0.17), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.8958762]: Bno055Message(t: 1509133773.9011486, pt: 1509133773.8958762, at: 3.644, n: 42, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, 1.0625, 15.875), gyro: (0.0, 0.0, 0.0011), accel: (-0.61, 0.99, 10.0), linaccel: (-0.02, 0.03, 0.26), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.928693]: Bno055Message(t: 1509133773.9372616, pt: 1509133773.928693, at: 3.678, n: 43, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.25, -0.0625, -0.0625), gyro: (-0.0011, 0.0011, 0.0), accel: (-0.6, 0.98, 10.02), linaccel: (-0.01, 0.02, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133773.9614573]: Bno055Message(t: 1509133773.9732988, pt: 1509133773.9614573, at: 3.71, n: 44, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.25, 0.25, 15.0625), gyro: (-0.0011, -0.0011, 0.0), accel: (-0.59, 0.98, -0.01), linaccel: (-0.01, 0.02, 0.18), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133773.9943252]: Bno055Message(t: 1509133774.002694, pt: 1509133773.9943252, at: 3.744, n: 45, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, 1.0625, 15.0625), gyro: (-0.0011, 0.0011, -0.0011), accel: (-0.59, 0.97, 10.05), linaccel: (0.0, 0.01, 0.31), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.0266733]: Bno055Message(t: 1509133774.0381927, pt: 1509133774.0266733, at: 3.778, n: 46, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-12.6875, -0.0625, -0.0625), gyro: (-0.0022, 0.0, 0.0011), accel: (-0.57, 0.98, 10.08), linaccel: (0.0, 0.02, 0.34), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133774.0598195]: Bno055Message(t: 1509133774.0701091, pt: 1509133774.0598195, at: 3.811, n: 47, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-11.875, 1.375, 15.375), gyro: (-0.0011, -0.0011, -0.0022), accel: (-0.61, 0.96, -0.01), linaccel: (-0.03, 0.0, 0.24), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.0939386]: Bno055Message(t: 1509133774.1147087, pt: 1509133774.0939386, at: 3.845, n: 48, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 1.0625, 13.375), gyro: (0.0033, -0.0011, -0.0011), accel: (-0.6, 1.0, 10.08), linaccel: (-0.01, 0.0, 0.38), quat: (0.05, -0.0, -0.0, 1.0))
[log buffer end]
[Actuators @ node.py:66][DEBUG] 2017-10-27 15:49:34,145: logging message buffer (len=16503)
[Actuators @ arduino.py:185][INFO] 2017-10-27 15:49:35,363: found 87 packets in 3s (avg=29.0 packets/sec). 87 received in total (avg=28.8 packets/sec)
[Actuators @ node.py:64][DEBUG] 2017-10-27 15:49:35,771: [log buffer start]
[DEBUG, 1509133774.1268797]: Bno055Message(t: 1509133774.1635559, pt: 1509133774.1268797, at: 3.878, n: 49, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 1.0625, -0.0625), gyro: (0.0011, 0.0, 0.0), accel: (-0.6, 0.97, 10.13), linaccel: (-0.01, 0.01, 0.39), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133774.159939]: Bno055Message(t: 1509133774.1873891, pt: 1509133774.159939, at: 3.911, n: 50, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.6875, 0.6875, 15.0625), gyro: (0.0, 0.0033, 0.0), accel: (-0.61, 1.0, -0.01), linaccel: (-0.02, 0.04, 0.26), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.1935148]: Bno055Message(t: 1509133774.2367325, pt: 1509133774.1935148, at: 3.945, n: 51, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 0.6875, 15.875), gyro: (0.0011, 0.0, 0.0011), accel: (-0.56, 0.94, 10.05), linaccel: (0.02, -0.01, 0.31), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.2267094]: Bno055Message(t: 1509133774.3448148, pt: 1509133774.2267094, at: 3.979, n: 52, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-11.875, 0.6875, -0.0625), gyro: (0.0, 0.0022, -0.0011), accel: (-0.65, 0.99, 10.0), linaccel: (-0.06, 0.03, 0.26), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133774.259669]: Bno055Message(t: 1509133774.3770134, pt: 1509133774.259669, at: 4.012, n: 53, euler: (-0.001090830782496456, -0.001090830782496456, 6.283185307179586), mag: (-12.6875, 0.6875, 15.375), gyro: (0.0011, 0.0011, 0.0), accel: (-0.64, 0.98, -0.01), linaccel: (-0.05, 0.02, 0.15), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.2932506]: Bno055Message(t: 1509133774.3801777, pt: 1509133774.2932506, at: 4.045, n: 54, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.0625, 0.25, 16.25), gyro: (0.0, 0.0, 0.0), accel: (-0.62, 0.99, 10.08), linaccel: (-0.04, 0.03, 0.34), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133774.326657]: Bno055Message(t: 1509133774.4141366, pt: 1509133774.326657, at: 4.079, n: 55, euler: (-0.09708393964218458, -0.05890486225480862, 6.283185307179586), mag: (-13.0625, -0.0625, -0.0625), gyro: (0.0, 0.0011, 0.0022), accel: (-0.62, 1.0, 10.01), linaccel: (-0.04, 0.04, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
