[Actuators @ factory.py:85][DEBUG] 2017-10-27 15:47:23,501: Logging to: logs/2017_Oct_27/Actuators/15_47_23.log
[Actuators @ arduino.py:76][INFO] 2017-10-27 15:47:23,810: configuring for the first time. whoiam=naboris actuators
[Actuators @ arduino.py:79][INFO] 2017-10-27 15:47:23,834: Found suitable addresses: '['/dev/ttyUSB0']'
[Actuators @ arduino.py:284][DEBUG] 2017-10-27 15:47:23,838: /dev/ttyUSB0 is ready
[Actuators @ arduino.py:353][DEBUG] 2017-10-27 15:47:25,430: Checking 'whoareyou' protocol
[Actuators @ arduino.py:397][DEBUG] 2017-10-27 15:47:26,632: Writing 'whoareyou' again
[Actuators @ arduino.py:397][DEBUG] 2017-10-27 15:47:27,232: Writing 'whoareyou' again
[Actuators @ arduino.py:387][DEBUG] 2017-10-27 15:47:27,270: received packet: 'iamnaboris actuators'
[Actuators @ arduino.py:316][DEBUG] 2017-10-27 15:47:27,270: Found ID 'naboris actuators'
[Actuators @ arduino.py:353][DEBUG] 2017-10-27 15:47:27,271: Checking 'init?' protocol
[Actuators @ arduino.py:387][DEBUG] 2017-10-27 15:47:27,569: received packet: 'init:24\t20\t1\t4800\t5000\t9990\t100\t0\t10'
[Actuators @ arduino.py:338][DEBUG] 2017-10-27 15:47:27,570: sent initialization data: '24\t20\t1\t4800\t5000\t9990\t100\t0\t10'
[Actuators @ arduino.py:136][INFO] 2017-10-27 15:47:27,571: address '/dev/ttyUSB0' has ID 'naboris actuators'
[Actuators @ arduino.py:86][INFO] 2017-10-27 15:47:27,572: configuring done. Finding whoiam=naboris actuators
[Actuators @ arduino.py:157][INFO] 2017-10-27 15:47:27,587: Device has started!
[Actuators @ actuators.py:71][INFO] 2017-10-27 15:47:27,596: Number of leds: 24
[Actuators @ arduino.py:196][DEBUG] 2017-10-27 15:47:27,621: Write queue not empty
[Actuators @ arduino.py:196][DEBUG] 2017-10-27 15:47:27,720: Write queue not empty
[Actuators @ node.py:64][DEBUG] 2017-10-27 15:47:29,419: [log buffer start]
[DEBUG, 1509133647.6081243]: writing: o000015015015024
[DEBUG, 1509133647.6115181]: writing: x
[DEBUG, 1509133647.6119204]: writing: b50505180
[DEBUG, 1509133647.7137258]: writing: c090090
[DEBUG, 1509133647.7319527]: Bno055Message(t: 1509133647.7408407, pt: 1509133647.7319527, at: 2.242, n: 0, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.5625, -0.375, 12.5625), gyro: (0.0, 0.0022, 0.0011), accel: (-0.63, 0.95, -0.01), linaccel: (-0.02, 0.02, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.1116028]: Bno055Message(t: 1509133648.119274, pt: 1509133648.1116028, at: 2.621, n: 11, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.375, -0.375, 13.75), gyro: (0.0011, 0.0022, 0.0011), accel: (-0.6, 0.94, 10.04), linaccel: (0.0, 0.0, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.1444733]: Bno055Message(t: 1509133648.147313, pt: 1509133648.1444733, at: 2.656, n: 12, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.5625, 0.0, 13.75), gyro: (0.0, -0.0011, 0.0), accel: (-0.63, 0.95, -0.01), linaccel: (-0.02, 0.02, 0.16), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.1898596]: Bno055Message(t: 1509133648.1930134, pt: 1509133648.1898596, at: 2.69, n: 13, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.75, 14.1875), gyro: (0.0011, 0.0, 0.0), accel: (-0.63, 0.96, 10.05), linaccel: (-0.02, 0.03, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.212238]: Bno055Message(t: 1509133648.2177856, pt: 1509133648.212238, at: 2.724, n: 14, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.75, 14.1875), gyro: (0.0011, 0.0033, 0.0033), accel: (-0.63, 0.92, 9.97), linaccel: (-0.02, 0.0, 0.23), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.2455134]: Bno055Message(t: 1509133648.2626374, pt: 1509133648.2455134, at: 2.757, n: 15, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, 0.0, 12.5625), gyro: (0.0, 0.0011, 0.0), accel: (-0.58, 0.93, -0.01), linaccel: (-0.02, 0.0, 0.17), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.2788587]: Bno055Message(t: 1509133648.289627, pt: 1509133648.2788587, at: 2.791, n: 16, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.375, 0.0, -0.0625), gyro: (-0.0022, 0.0, 0.0033), accel: (-0.59, 0.95, 10.03), linaccel: (0.01, 0.02, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.3226788]: Bno055Message(t: 1509133648.326339, pt: 1509133648.3226788, at: 2.827, n: 17, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-10.375, 0.0, 14.25), gyro: (-0.0022, 0.0056, 0.0011), accel: (-0.62, 0.91, 10.04), linaccel: (-0.01, -0.01, 0.3), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.3557665]: Bno055Message(t: 1509133648.3587, pt: 1509133648.3557665, at: 2.861, n: 18, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.375, -0.375, 14.5625), gyro: (-0.0022, -0.0011, 0.0022), accel: (-0.6, 0.96, 9.95), linaccel: (0.0, 0.03, 0.21), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.3888772]: Bno055Message(t: 1509133648.39577, pt: 1509133648.3888772, at: 2.894, n: 19, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 13.75), gyro: (0.0022, 0.0, -0.0011), accel: (-0.66, 0.99, -0.01), linaccel: (-0.05, 0.05, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.4223282]: Bno055Message(t: 1509133648.4304, pt: 1509133648.4223282, at: 2.929, n: 20, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.375, 13.75), gyro: (0.0011, -0.0011, 0.0), accel: (-0.62, 0.95, -0.01), linaccel: (-0.02, 0.05, 0.33), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.4557776]: Bno055Message(t: 1509133648.4651768, pt: 1509133648.4557776, at: 2.962, n: 21, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.375, -0.375, 13.0), gyro: (-0.0033, 0.0, 0.0), accel: (-0.6, 0.97, 9.99), linaccel: (0.0, 0.04, 0.25), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.4890501]: Bno055Message(t: 1509133648.49165, pt: 1509133648.4890501, at: 2.998, n: 22, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-10.75, -0.75, 14.25), gyro: (-0.0022, 0.0, -0.0022), accel: (-0.61, 0.96, -0.01), linaccel: (0.0, 0.03, 0.31), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.5224626]: Bno055Message(t: 1509133648.5269477, pt: 1509133648.5224626, at: 3.032, n: 23, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.75, -0.75, 14.25), gyro: (0.0022, -0.0011, -0.0011), accel: (-0.62, 0.96, 10.01), linaccel: (0.0, 0.04, 0.28), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.555622]: Bno055Message(t: 1509133648.5623627, pt: 1509133648.555622, at: 3.064, n: 24, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.875, 0.0, -0.0625), gyro: (0.0022, -0.0033, -0.0022), accel: (-0.63, 0.95, 9.92), linaccel: (-0.02, 0.02, 0.18), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.588662]: Bno055Message(t: 1509133648.5991454, pt: 1509133648.588662, at: 3.099, n: 25, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -1.0625, 14.1875), gyro: (0.0, -0.0011, -0.0011), accel: (-0.62, 0.94, -0.01), linaccel: (0.0, 0.02, 0.15), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.623018]: Bno055Message(t: 1509133648.6269128, pt: 1509133648.623018, at: 3.133, n: 26, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -1.0625, 14.1875), gyro: (0.0, -0.0011, -0.0011), accel: (-0.62, 0.95, 10.02), linaccel: (-0.01, 0.02, 0.28), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.6564329]: Bno055Message(t: 1509133648.6717527, pt: 1509133648.6564329, at: 3.166, n: 27, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.75, 13.75), gyro: (0.0, 0.0, 0.0), accel: (-0.61, 0.94, 9.96), linaccel: (0.0, 0.01, 0.22), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.689787]: Bno055Message(t: 1509133648.6975427, pt: 1509133648.689787, at: 3.2, n: 28, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.375, 13.375), gyro: (0.0, 0.0011, 0.0), accel: (-0.63, 0.96, -0.01), linaccel: (0.0, 0.02, 0.15), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.7337363]: Bno055Message(t: 1509133648.7445402, pt: 1509133648.7337363, at: 3.234, n: 29, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 13.375), gyro: (-0.0011, -0.0011, 0.0), accel: (-0.62, 0.96, 10.06), linaccel: (-0.01, 0.02, 0.32), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.7577062]: Bno055Message(t: 1509133648.7627258, pt: 1509133648.7577062, at: 3.269, n: 30, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -1.0625, 14.5625), gyro: (-0.0011, -0.0022, 0.0), accel: (-0.63, 0.97, -0.01), linaccel: (0.0, 0.01, 0.28), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.8021405]: Bno055Message(t: 1509133648.8050203, pt: 1509133648.8021405, at: 3.304, n: 31, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 15.0625), gyro: (0.0, -0.0011, -0.0011), accel: (-0.62, 0.96, 9.89), linaccel: (-0.01, 0.03, 0.15), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.8355525]: Bno055Message(t: 1509133648.8418164, pt: 1509133648.8355525, at: 3.339, n: 32, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 15.0625), gyro: (0.0011, -0.0022, 0.0), accel: (-0.62, 0.96, -0.01), linaccel: (-0.01, 0.02, 0.28), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.8687804]: Bno055Message(t: 1509133648.8871093, pt: 1509133648.8687804, at: 3.373, n: 33, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.75, -0.75, 13.75), gyro: (0.0, 0.0022, 0.0), accel: (-0.62, 0.98, 10.04), linaccel: (-0.01, 0.05, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133648.8916585]: Bno055Message(t: 1509133648.9006615, pt: 1509133648.8916585, at: 3.406, n: 34, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.75, 13.75), gyro: (0.0, 0.0022, 0.0), accel: (-0.61, 0.98, 9.93), linaccel: (0.0, 0.04, 0.19), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.9355607]: Bno055Message(t: 1509133648.9492018, pt: 1509133648.9355607, at: 3.44, n: 35, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.375, 13.375), gyro: (-0.0011, -0.0011, -0.0033), accel: (-0.63, 0.94, -0.01), linaccel: (-0.01, 0.0, 0.29), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133648.9687498]: Bno055Message(t: 1509133648.9835439, pt: 1509133648.9687498, at: 3.474, n: 36, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 13.375), gyro: (-0.0011, -0.0022, -0.0033), accel: (-0.62, 0.96, 10.0), linaccel: (-0.01, 0.03, 0.25), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.0021892]: Bno055Message(t: 1509133649.01049, pt: 1509133649.0021892, at: 3.508, n: 37, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -1.0625, 13.375), gyro: (0.0011, 0.0, 0.0), accel: (-0.6, 0.96, -0.01), linaccel: (0.0, 0.02, 0.17), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.0358622]: Bno055Message(t: 1509133649.0478392, pt: 1509133649.0358622, at: 3.543, n: 38, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.75, -0.375, 15.375), gyro: (0.0011, 0.0, 0.0011), accel: (-0.63, 0.93, 10.04), linaccel: (-0.02, 0.0, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.0741346]: Bno055Message(t: 1509133649.085594, pt: 1509133649.0741346, at: 3.577, n: 39, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-10.75, -0.375, 15.375), gyro: (-0.0011, 0.0, -0.0011), accel: (-0.62, 0.95, 10.03), linaccel: (-0.01, 0.01, 0.29), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.1084719]: Bno055Message(t: 1509133649.1164405, pt: 1509133649.1084719, at: 3.611, n: 40, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.875, -0.375, 14.25), gyro: (-0.0011, -0.0011, 0.0), accel: (-0.61, 0.96, -0.01), linaccel: (-0.01, 0.04, 0.2), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.1419425]: Bno055Message(t: 1509133649.153495, pt: 1509133649.1419425, at: 3.646, n: 41, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.875, -0.375, 14.25), gyro: (0.0, -0.0011, -0.0011), accel: (-0.62, 0.97, 9.98), linaccel: (-0.01, 0.03, 0.24), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.1666844]: Bno055Message(t: 1509133649.1778378, pt: 1509133649.1666844, at: 3.681, n: 42, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.875, -0.375, 14.25), gyro: (-0.0011, 0.0022, 0.0), accel: (-0.61, 0.96, 10.0), linaccel: (0.0, 0.02, 0.26), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.2105784]: Bno055Message(t: 1509133649.220909, pt: 1509133649.2105784, at: 3.715, n: 43, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.875, 0.6875, 14.5625), gyro: (0.0011, 0.0011, 0.0), accel: (-0.63, 0.93, 9.99), linaccel: (-0.02, 0.0, 0.25), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.2439015]: Bno055Message(t: 1509133649.246506, pt: 1509133649.2439015, at: 3.748, n: 44, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.375, 15.0625), gyro: (0.0, 0.0011, -0.0011), accel: (-0.62, 0.93, 10.06), linaccel: (-0.01, 0.0, 0.31), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.2772236]: Bno055Message(t: 1509133649.284142, pt: 1509133649.2772236, at: 3.782, n: 45, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.1875, -0.375, 15.0625), gyro: (0.0, 0.0, 0.0), accel: (-0.62, 0.97, -0.01), linaccel: (0.0, 0.03, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.3101974]: Bno055Message(t: 1509133649.324622, pt: 1509133649.3101974, at: 3.815, n: 46, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, 0.0, -0.0625), gyro: (-0.0022, 0.0, -0.0011), accel: (-0.63, 0.94, 9.94), linaccel: (-0.02, 0.01, 0.19), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.3458455]: Bno055Message(t: 1509133649.3560896, pt: 1509133649.3458455, at: 3.85, n: 47, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.5625, -0.375, 14.5625), gyro: (0.0011, 0.0, 0.0), accel: (-0.63, 0.96, -0.01), linaccel: (-0.02, 0.02, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.3803544]: Bno055Message(t: 1509133649.3868394, pt: 1509133649.3803544, at: 3.885, n: 48, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.5625, -0.375, 14.5625), gyro: (-0.0011, 0.0, 0.0), accel: (-0.62, 0.96, 10.0), linaccel: (-0.02, 0.0, 0.29), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.4144185]: Bno055Message(t: 1509133649.418352, pt: 1509133649.4144185, at: 3.918, n: 49, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-12.6875, -0.0625, -0.0625), gyro: (0.0011, 0.0022, 0.0011), accel: (-0.62, 0.95, 9.95), linaccel: (-0.01, 0.02, 0.21), quat: (0.05, 0.03, 0.0, 1.0))
[log buffer end]
[Actuators @ node.py:66][DEBUG] 2017-10-27 15:47:29,423: logging message buffer (len=16724)
[Actuators @ arduino.py:185][INFO] 2017-10-27 15:47:30,604: found 85 packets in 3s (avg=28.3 packets/sec). 85 received in total (avg=28.2 packets/sec)
[Actuators @ node.py:64][DEBUG] 2017-10-27 15:47:31,124: [log buffer start]
[DEBUG, 1509133649.4475372]: Bno055Message(t: 1509133649.4514403, pt: 1509133649.4475372, at: 3.953, n: 50, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.5625, -1.0625, 14.5625), gyro: (0.0, 0.0033, 0.0), accel: (-0.62, 0.95, -0.01), linaccel: (-0.01, 0.01, 0.16), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.4816492]: Bno055Message(t: 1509133649.4931588, pt: 1509133649.4816492, at: 3.987, n: 51, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.5625, -1.0625, 14.5625), gyro: (-0.0022, 0.0022, 0.0011), accel: (-0.62, 0.96, 10.01), linaccel: (-0.01, 0.02, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.5149367]: Bno055Message(t: 1509133649.5219903, pt: 1509133649.5149367, at: 4.023, n: 52, euler: (-0.001090830782496456, -0.001090830782496456, 6.28209447639709), mag: (-11.875, -0.75, 13.75), gyro: (-0.0011, 0.0011, 0.0), accel: (-0.61, 0.95, -0.01), linaccel: (-0.01, 0.02, 0.26), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.5485685]: Bno055Message(t: 1509133649.554358, pt: 1509133649.5485685, at: 4.057, n: 53, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-9.6875, 0.0, -0.0625), gyro: (0.0011, 0.0, 0.0), accel: (-0.62, 0.96, 9.92), linaccel: (-0.01, 0.02, 0.18), quat: (0.05, -0.0, -0.0, 1.0))
[DEBUG, 1509133649.5841227]: Bno055Message(t: 1509133649.5970883, pt: 1509133649.5841227, at: 4.092, n: 54, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-9.6875, 0.0, 14.5625), gyro: (-0.0033, 0.0011, 0.0), accel: (-0.62, 0.96, -0.01), linaccel: (-0.01, 0.02, 0.27), quat: (0.05, 0.03, 0.0, 1.0))
[DEBUG, 1509133649.6182024]: Bno055Message(t: 1509133649.624245, pt: 1509133649.6182024, at: 4.126, n: 55, euler: (-0.09490227807719166, -0.06217735460229799, 6.28209447639709), mag: (-11.1875, -0.75, 13.75), gyro: (0.0011, 0.0011, 0.0), accel: (-0.62, 0.95, 9.98), linaccel: (-0.01, 0.02, 0.24), quat: (0.05, -0.0, -0.0, 1.0))
