[PiCamera @ factory.py:85][DEBUG] 2017-10-27 15:49:00,785: Logging to: logs/2017_Oct_27/PiCamera/15_49_00.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 15:49:00,827: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 15:49:01,094: PiCamera initialized: <picamera.camera.PiCamera object at 0x6fec1ac0>
[PiCamera @ picamera.py:137][INFO] 2017-10-27 15:49:01,095: Warming up camera
[PiCamera @ picamera.py:91][INFO] 2017-10-27 15:49:03,125: Recording video on 'videos/2017_Oct_27/NaborisOrchestrator/15_49_00.mp4.h264'
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:49:13,284: [log buffer start]
[DEBUG, 1509133746.71554]: PiCamera image received: ImageMessage(t=1509133746.7155192, n=54)
[DEBUG, 1509133746.74909]: PiCamera image received: ImageMessage(t=1509133746.7490723, n=55)
[DEBUG, 1509133746.8155584]: PiCamera image received: ImageMessage(t=1509133746.8155427, n=56)
[DEBUG, 1509133746.848658]: PiCamera image received: ImageMessage(t=1509133746.848642, n=57)
[DEBUG, 1509133746.8895104]: PiCamera image received: ImageMessage(t=1509133746.8894951, n=58)
[DEBUG, 1509133746.9556336]: PiCamera image received: ImageMessage(t=1509133746.9556184, n=59)
[DEBUG, 1509133746.9878707]: PiCamera image received: ImageMessage(t=1509133746.9878557, n=61)
[DEBUG, 1509133747.0200655]: PiCamera image received: ImageMessage(t=1509133747.0200508, n=62)
[DEBUG, 1509133747.0531301]: PiCamera image received: ImageMessage(t=1509133747.0531158, n=63)
[DEBUG, 1509133747.0860205]: PiCamera image received: ImageMessage(t=1509133747.086006, n=64)
[DEBUG, 1509133747.1190624]: PiCamera image received: ImageMessage(t=1509133747.1190476, n=65)
[DEBUG, 1509133747.1863437]: PiCamera image received: ImageMessage(t=1509133747.1862679, n=66)
[DEBUG, 1509133747.2537825]: PiCamera image received: ImageMessage(t=1509133747.2537668, n=67)
[DEBUG, 1509133747.2871835]: PiCamera image received: ImageMessage(t=1509133747.2871685, n=68)
[DEBUG, 1509133747.3527558]: PiCamera image received: ImageMessage(t=1509133747.3527408, n=69)
[DEBUG, 1509133747.3907707]: PiCamera image received: ImageMessage(t=1509133747.3907557, n=70)
[DEBUG, 1509133747.424132]: PiCamera image received: ImageMessage(t=1509133747.424118, n=71)
[DEBUG, 1509133747.4594336]: PiCamera image received: ImageMessage(t=1509133747.4594185, n=72)
[DEBUG, 1509133747.49188]: PiCamera image received: ImageMessage(t=1509133747.4918654, n=73)
[DEBUG, 1509133747.5245986]: PiCamera image received: ImageMessage(t=1509133747.5245843, n=74)
[DEBUG, 1509133747.5585217]: PiCamera image received: ImageMessage(t=1509133747.558506, n=75)
[DEBUG, 1509133747.6250565]: PiCamera image received: ImageMessage(t=1509133747.6250417, n=76)
[DEBUG, 1509133747.657773]: PiCamera image received: ImageMessage(t=1509133747.6577585, n=77)
[DEBUG, 1509133747.6906817]: PiCamera image received: ImageMessage(t=1509133747.6906672, n=78)
[DEBUG, 1509133747.7582245]: PiCamera image received: ImageMessage(t=1509133747.758206, n=79)
[DEBUG, 1509133747.8296382]: PiCamera image received: ImageMessage(t=1509133747.8296223, n=80)
[DEBUG, 1509133747.8626864]: PiCamera image received: ImageMessage(t=1509133747.862671, n=81)
[DEBUG, 1509133747.9057512]: PiCamera image received: ImageMessage(t=1509133747.9057376, n=82)
[DEBUG, 1509133747.9732294]: PiCamera image received: ImageMessage(t=1509133747.9732137, n=83)
[DEBUG, 1509133748.0106993]: PiCamera image received: ImageMessage(t=1509133748.0106835, n=84)
[DEBUG, 1509133748.043799]: PiCamera image received: ImageMessage(t=1509133748.0437844, n=85)
[DEBUG, 1509133748.115736]: PiCamera image received: ImageMessage(t=1509133748.1157215, n=86)
[DEBUG, 1509133748.148744]: PiCamera image received: ImageMessage(t=1509133748.1487277, n=87)
[DEBUG, 1509133748.1814153]: PiCamera image received: ImageMessage(t=1509133748.1814015, n=88)
[DEBUG, 1509133748.2491438]: PiCamera image received: ImageMessage(t=1509133748.2491238, n=89)
[DEBUG, 1509133748.288695]: PiCamera image received: ImageMessage(t=1509133748.2886777, n=90)
[DEBUG, 1509133748.3674684]: PiCamera image received: ImageMessage(t=1509133748.3674529, n=91)
[DEBUG, 1509133748.4012554]: PiCamera image received: ImageMessage(t=1509133748.4012408, n=92)
[DEBUG, 1509133748.4998438]: PiCamera image received: ImageMessage(t=1509133748.4998283, n=93)
[DEBUG, 1509133748.5371141]: PiCamera image received: ImageMessage(t=1509133748.5370984, n=94)
[DEBUG, 1509133748.5738926]: PiCamera image received: ImageMessage(t=1509133748.5738773, n=95)
[DEBUG, 1509133748.6062086]: PiCamera image received: ImageMessage(t=1509133748.6061938, n=96)
[DEBUG, 1509133748.6752017]: PiCamera image received: ImageMessage(t=1509133748.6751866, n=97)
[DEBUG, 1509133748.7074678]: PiCamera image received: ImageMessage(t=1509133748.7074516, n=99)
[DEBUG, 1509133748.7402122]: PiCamera image received: ImageMessage(t=1509133748.7401955, n=100)
[DEBUG, 1509133748.7730198]: PiCamera image received: ImageMessage(t=1509133748.7730048, n=101)
[DEBUG, 1509133748.8056502]: PiCamera image received: ImageMessage(t=1509133748.8056357, n=102)
[DEBUG, 1509133748.838762]: PiCamera image received: ImageMessage(t=1509133748.8387434, n=103)
[DEBUG, 1509133748.8713832]: PiCamera image received: ImageMessage(t=1509133748.8713686, n=104)
[DEBUG, 1509133748.939323]: PiCamera image received: ImageMessage(t=1509133748.9393053, n=105)
[DEBUG, 1509133749.0133126]: PiCamera image received: ImageMessage(t=1509133749.013297, n=106)
[DEBUG, 1509133749.0474358]: PiCamera image received: ImageMessage(t=1509133749.0474205, n=107)
[DEBUG, 1509133749.080549]: PiCamera image received: ImageMessage(t=1509133749.0805342, n=108)
[DEBUG, 1509133749.150622]: PiCamera image received: ImageMessage(t=1509133749.1506078, n=109)
[DEBUG, 1509133749.1831331]: PiCamera image received: ImageMessage(t=1509133749.1831183, n=110)
[DEBUG, 1509133749.2157686]: PiCamera image received: ImageMessage(t=1509133749.215753, n=111)
[DEBUG, 1509133749.248751]: PiCamera image received: ImageMessage(t=1509133749.2487352, n=112)
[DEBUG, 1509133749.3141575]: PiCamera image received: ImageMessage(t=1509133749.31414, n=113)
[DEBUG, 1509133749.346915]: PiCamera image received: ImageMessage(t=1509133749.3469005, n=114)
[DEBUG, 1509133749.4241316]: PiCamera image received: ImageMessage(t=1509133749.4241173, n=116)
[DEBUG, 1509133749.4894774]: PiCamera image received: ImageMessage(t=1509133749.4894614, n=117)
[DEBUG, 1509133749.5253544]: PiCamera image received: ImageMessage(t=1509133749.5253031, n=118)
[DEBUG, 1509133749.5604358]: PiCamera image received: ImageMessage(t=1509133749.5604205, n=119)
[DEBUG, 1509133749.6269176]: PiCamera image received: ImageMessage(t=1509133749.6269038, n=120)
[DEBUG, 1509133749.6621134]: PiCamera image received: ImageMessage(t=1509133749.662099, n=121)
[DEBUG, 1509133749.7286258]: PiCamera image received: ImageMessage(t=1509133749.7286043, n=122)
[DEBUG, 1509133749.8393872]: PiCamera image received: ImageMessage(t=1509133749.8393674, n=123)
[DEBUG, 1509133749.8730073]: PiCamera image received: ImageMessage(t=1509133749.87299, n=124)
[DEBUG, 1509133749.9412723]: PiCamera image received: ImageMessage(t=1509133749.9412532, n=125)
[DEBUG, 1509133750.007114]: PiCamera image received: ImageMessage(t=1509133750.007098, n=126)
[DEBUG, 1509133750.0397122]: PiCamera image received: ImageMessage(t=1509133750.0396972, n=127)
[DEBUG, 1509133750.1051192]: PiCamera image received: ImageMessage(t=1509133750.1051044, n=128)
[DEBUG, 1509133750.1745758]: PiCamera image received: ImageMessage(t=1509133750.174561, n=129)
[DEBUG, 1509133750.2074835]: PiCamera image received: ImageMessage(t=1509133750.207469, n=130)
[DEBUG, 1509133750.2400334]: PiCamera image received: ImageMessage(t=1509133750.2400186, n=131)
[DEBUG, 1509133750.2725832]: PiCamera image received: ImageMessage(t=1509133750.2725685, n=132)
[DEBUG, 1509133750.3429074]: PiCamera image received: ImageMessage(t=1509133750.3428874, n=133)
[DEBUG, 1509133750.3752654]: PiCamera image received: ImageMessage(t=1509133750.3752506, n=134)
[DEBUG, 1509133750.4076462]: PiCamera image received: ImageMessage(t=1509133750.407632, n=135)
[DEBUG, 1509133750.5057163]: PiCamera image received: ImageMessage(t=1509133750.5057008, n=136)
[DEBUG, 1509133750.5384948]: PiCamera image received: ImageMessage(t=1509133750.5384798, n=137)
[DEBUG, 1509133750.6105351]: PiCamera image received: ImageMessage(t=1509133750.6105201, n=138)
[DEBUG, 1509133750.6434932]: PiCamera image received: ImageMessage(t=1509133750.6434782, n=139)
[DEBUG, 1509133750.7145753]: PiCamera image received: ImageMessage(t=1509133750.714542, n=140)
[DEBUG, 1509133750.7514555]: PiCamera image received: ImageMessage(t=1509133750.7514374, n=141)
[DEBUG, 1509133750.7870054]: PiCamera image received: ImageMessage(t=1509133750.7869895, n=142)
[DEBUG, 1509133750.8197935]: PiCamera image received: ImageMessage(t=1509133750.8197777, n=143)
[DEBUG, 1509133750.8860471]: PiCamera image received: ImageMessage(t=1509133750.8860283, n=144)
[DEBUG, 1509133750.9587662]: PiCamera image received: ImageMessage(t=1509133750.9587307, n=145)
[DEBUG, 1509133750.99231]: PiCamera image received: ImageMessage(t=1509133750.9922724, n=146)
[DEBUG, 1509133751.0585659]: PiCamera image received: ImageMessage(t=1509133751.0585303, n=147)
[DEBUG, 1509133751.091643]: PiCamera image received: ImageMessage(t=1509133751.0916288, n=148)
[DEBUG, 1509133751.15572]: PiCamera image received: ImageMessage(t=1509133751.15569, n=149)
[DEBUG, 1509133751.1889203]: PiCamera image received: ImageMessage(t=1509133751.1889045, n=150)
[DEBUG, 1509133751.2555723]: PiCamera image received: ImageMessage(t=1509133751.2555459, n=151)
[DEBUG, 1509133751.288734]: PiCamera image received: ImageMessage(t=1509133751.2887182, n=152)
[DEBUG, 1509133751.3621461]: PiCamera image received: ImageMessage(t=1509133751.3621278, n=153)
[DEBUG, 1509133751.4295034]: PiCamera image received: ImageMessage(t=1509133751.4294894, n=154)
[DEBUG, 1509133751.4632595]: PiCamera image received: ImageMessage(t=1509133751.4632452, n=155)
[DEBUG, 1509133751.4963696]: PiCamera image received: ImageMessage(t=1509133751.4963534, n=156)
[DEBUG, 1509133751.5618849]: PiCamera image received: ImageMessage(t=1509133751.5618668, n=157)
[DEBUG, 1509133751.5951667]: PiCamera image received: ImageMessage(t=1509133751.595152, n=158)
[DEBUG, 1509133751.6951127]: PiCamera image received: ImageMessage(t=1509133751.6950974, n=159)
[DEBUG, 1509133751.728588]: PiCamera image received: ImageMessage(t=1509133751.7285738, n=160)
[DEBUG, 1509133751.8001366]: PiCamera image received: ImageMessage(t=1509133751.800118, n=161)
[DEBUG, 1509133751.8579705]: PiCamera image received: ImageMessage(t=1509133751.8579524, n=162)
[DEBUG, 1509133751.9258745]: PiCamera image received: ImageMessage(t=1509133751.9258585, n=163)
[DEBUG, 1509133751.9960475]: PiCamera image received: ImageMessage(t=1509133751.9960313, n=164)
[DEBUG, 1509133752.061407]: PiCamera image received: ImageMessage(t=1509133752.061391, n=165)
[DEBUG, 1509133752.1001678]: PiCamera image received: ImageMessage(t=1509133752.1001527, n=166)
[DEBUG, 1509133752.1330056]: PiCamera image received: ImageMessage(t=1509133752.132991, n=167)
[DEBUG, 1509133752.2063236]: PiCamera image received: ImageMessage(t=1509133752.2063096, n=168)
[DEBUG, 1509133752.2393854]: PiCamera image received: ImageMessage(t=1509133752.2393703, n=169)
[DEBUG, 1509133752.306347]: PiCamera image received: ImageMessage(t=1509133752.3063328, n=170)
[DEBUG, 1509133752.3400133]: PiCamera image received: ImageMessage(t=1509133752.3399987, n=171)
[DEBUG, 1509133752.4138162]: PiCamera image received: ImageMessage(t=1509133752.4137962, n=172)
[DEBUG, 1509133752.4476233]: PiCamera image received: ImageMessage(t=1509133752.4476085, n=173)
[DEBUG, 1509133752.5240035]: PiCamera image received: ImageMessage(t=1509133752.5239468, n=174)
[DEBUG, 1509133752.5572495]: PiCamera image received: ImageMessage(t=1509133752.5572321, n=175)
[DEBUG, 1509133752.5937693]: PiCamera image received: ImageMessage(t=1509133752.5937555, n=176)
[DEBUG, 1509133752.6376553]: PiCamera image received: ImageMessage(t=1509133752.6376402, n=177)
[DEBUG, 1509133752.6700501]: PiCamera image received: ImageMessage(t=1509133752.6700351, n=178)
[DEBUG, 1509133752.7107396]: PiCamera image received: ImageMessage(t=1509133752.710725, n=179)
[DEBUG, 1509133752.7755566]: PiCamera image received: ImageMessage(t=1509133752.7755423, n=180)
[DEBUG, 1509133752.8117397]: PiCamera image received: ImageMessage(t=1509133752.811722, n=181)
[DEBUG, 1509133752.8796268]: PiCamera image received: ImageMessage(t=1509133752.8796072, n=182)
[DEBUG, 1509133752.91197]: PiCamera image received: ImageMessage(t=1509133752.9119544, n=183)
[DEBUG, 1509133752.9829853]: PiCamera image received: ImageMessage(t=1509133752.98297, n=184)
[DEBUG, 1509133753.017867]: PiCamera image received: ImageMessage(t=1509133753.0178523, n=185)
[DEBUG, 1509133753.0507135]: PiCamera image received: ImageMessage(t=1509133753.0506983, n=186)
[DEBUG, 1509133753.0842113]: PiCamera image received: ImageMessage(t=1509133753.0841968, n=187)
[DEBUG, 1509133753.1491845]: PiCamera image received: ImageMessage(t=1509133753.1491685, n=188)
[DEBUG, 1509133753.181824]: PiCamera image received: ImageMessage(t=1509133753.1818092, n=189)
[DEBUG, 1509133753.2506256]: PiCamera image received: ImageMessage(t=1509133753.250606, n=190)
[DEBUG, 1509133753.283681]: PiCamera image received: ImageMessage(t=1509133753.283666, n=191)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 15:49:13,285: logging message buffer (len=16474)
[PiCamera @ node.py:64][DEBUG] 2017-10-27 15:49:20,814: [log buffer start]
[DEBUG, 1509133753.3184323]: PiCamera image received: ImageMessage(t=1509133753.318418, n=192)
[DEBUG, 1509133753.3905087]: PiCamera image received: ImageMessage(t=1509133753.3904932, n=193)
[DEBUG, 1509133753.4238675]: PiCamera image received: ImageMessage(t=1509133753.4238534, n=194)
[DEBUG, 1509133753.461965]: PiCamera image received: ImageMessage(t=1509133753.4619377, n=195)
[DEBUG, 1509133753.4950185]: PiCamera image received: ImageMessage(t=1509133753.4950044, n=196)
[DEBUG, 1509133753.5605137]: PiCamera image received: ImageMessage(t=1509133753.5604968, n=197)
[DEBUG, 1509133753.5936973]: PiCamera image received: ImageMessage(t=1509133753.5936823, n=198)
[DEBUG, 1509133753.625986]: PiCamera image received: ImageMessage(t=1509133753.6259708, n=199)
[DEBUG, 1509133753.6909354]: PiCamera image received: ImageMessage(t=1509133753.6909213, n=200)
[DEBUG, 1509133753.7384205]: PiCamera image received: ImageMessage(t=1509133753.7384033, n=201)
[DEBUG, 1509133753.7732441]: PiCamera image received: ImageMessage(t=1509133753.7732291, n=202)
[DEBUG, 1509133753.805755]: PiCamera image received: ImageMessage(t=1509133753.80574, n=203)
[DEBUG, 1509133753.8726106]: PiCamera image received: ImageMessage(t=1509133753.8725958, n=204)
[DEBUG, 1509133753.90675]: PiCamera image received: ImageMessage(t=1509133753.9067361, n=205)
[DEBUG, 1509133753.9388514]: PiCamera image received: ImageMessage(t=1509133753.938837, n=206)
[DEBUG, 1509133753.971928]: PiCamera image received: ImageMessage(t=1509133753.971913, n=207)
[DEBUG, 1509133754.040322]: PiCamera image received: ImageMessage(t=1509133754.0403068, n=208)
[DEBUG, 1509133754.106789]: PiCamera image received: ImageMessage(t=1509133754.1067703, n=209)
[DEBUG, 1509133754.1779678]: PiCamera image received: ImageMessage(t=1509133754.1779535, n=210)
[DEBUG, 1509133754.210734]: PiCamera image received: ImageMessage(t=1509133754.2107189, n=211)
[DEBUG, 1509133754.2438297]: PiCamera image received: ImageMessage(t=1509133754.2438157, n=212)
[DEBUG, 1509133754.277389]: PiCamera image received: ImageMessage(t=1509133754.2773736, n=213)
[DEBUG, 1509133754.3430607]: PiCamera image received: ImageMessage(t=1509133754.343046, n=214)
[DEBUG, 1509133754.3757217]: PiCamera image received: ImageMessage(t=1509133754.3757074, n=215)
[DEBUG, 1509133754.4238026]: PiCamera image received: ImageMessage(t=1509133754.4237885, n=216)
[DEBUG, 1509133754.460513]: PiCamera image received: ImageMessage(t=1509133754.460498, n=217)
[DEBUG, 1509133754.493323]: PiCamera image received: ImageMessage(t=1509133754.493307, n=218)
[DEBUG, 1509133754.526777]: PiCamera image received: ImageMessage(t=1509133754.5267587, n=219)
[DEBUG, 1509133754.5648155]: PiCamera image received: ImageMessage(t=1509133754.5648015, n=220)
[DEBUG, 1509133754.633832]: PiCamera image received: ImageMessage(t=1509133754.6338074, n=221)
[DEBUG, 1509133754.6662412]: PiCamera image received: ImageMessage(t=1509133754.666227, n=222)
[DEBUG, 1509133754.7380903]: PiCamera image received: ImageMessage(t=1509133754.7380567, n=223)
[DEBUG, 1509133754.8211708]: PiCamera image received: ImageMessage(t=1509133754.8211546, n=224)
[DEBUG, 1509133754.893561]: PiCamera image received: ImageMessage(t=1509133754.8935459, n=225)
[DEBUG, 1509133754.9264033]: PiCamera image received: ImageMessage(t=1509133754.9263887, n=226)
[DEBUG, 1509133754.991803]: PiCamera image received: ImageMessage(t=1509133754.991783, n=227)
[DEBUG, 1509133755.0241652]: PiCamera image received: ImageMessage(t=1509133755.0241501, n=228)
[DEBUG, 1509133755.0899959]: PiCamera image received: ImageMessage(t=1509133755.0899808, n=229)
[DEBUG, 1509133755.1557314]: PiCamera image received: ImageMessage(t=1509133755.1557152, n=230)
[DEBUG, 1509133755.1887255]: PiCamera image received: ImageMessage(t=1509133755.1887105, n=231)
[DEBUG, 1509133755.2543316]: PiCamera image received: ImageMessage(t=1509133755.2543166, n=232)
[DEBUG, 1509133755.2924805]: PiCamera image received: ImageMessage(t=1509133755.2924628, n=233)
[DEBUG, 1509133755.3666558]: PiCamera image received: ImageMessage(t=1509133755.3666408, n=234)
[DEBUG, 1509133755.3989787]: PiCamera image received: ImageMessage(t=1509133755.3989642, n=235)
[DEBUG, 1509133755.4314651]: PiCamera image received: ImageMessage(t=1509133755.4314506, n=236)
[DEBUG, 1509133755.4640112]: PiCamera image received: ImageMessage(t=1509133755.4639964, n=237)
[DEBUG, 1509133755.4974144]: PiCamera image received: ImageMessage(t=1509133755.4973993, n=238)
[DEBUG, 1509133755.5304852]: PiCamera image received: ImageMessage(t=1509133755.5304708, n=239)
[DEBUG, 1509133755.6324794]: PiCamera image received: ImageMessage(t=1509133755.6324556, n=240)
[DEBUG, 1509133755.6728659]: PiCamera image received: ImageMessage(t=1509133755.6728497, n=241)
[DEBUG, 1509133755.7427022]: PiCamera image received: ImageMessage(t=1509133755.7426867, n=242)
[DEBUG, 1509133755.7755747]: PiCamera image received: ImageMessage(t=1509133755.77556, n=243)
[DEBUG, 1509133755.8087964]: PiCamera image received: ImageMessage(t=1509133755.8087814, n=244)
[DEBUG, 1509133755.84474]: PiCamera image received: ImageMessage(t=1509133755.8447244, n=245)
[DEBUG, 1509133755.9200191]: PiCamera image received: ImageMessage(t=1509133755.920004, n=246)
[DEBUG, 1509133755.964162]: PiCamera image received: ImageMessage(t=1509133755.9641438, n=247)
[DEBUG, 1509133755.99857]: PiCamera image received: ImageMessage(t=1509133755.9985554, n=248)
[DEBUG, 1509133756.0327337]: PiCamera image received: ImageMessage(t=1509133756.0327187, n=249)
[DEBUG, 1509133756.1314428]: PiCamera image received: ImageMessage(t=1509133756.1314268, n=250)
[DEBUG, 1509133756.1642044]: PiCamera image received: ImageMessage(t=1509133756.1641884, n=251)
[DEBUG, 1509133756.2406187]: PiCamera image received: ImageMessage(t=1509133756.2406027, n=252)
[DEBUG, 1509133756.2737095]: PiCamera image received: ImageMessage(t=1509133756.2736943, n=253)
[DEBUG, 1509133756.306206]: PiCamera image received: ImageMessage(t=1509133756.3061903, n=254)
[DEBUG, 1509133756.3714943]: PiCamera image received: ImageMessage(t=1509133756.3714724, n=255)
[DEBUG, 1509133756.4071329]: PiCamera image received: ImageMessage(t=1509133756.4071193, n=256)
[DEBUG, 1509133756.4718015]: PiCamera image received: ImageMessage(t=1509133756.4717865, n=257)
[DEBUG, 1509133756.506746]: PiCamera image received: ImageMessage(t=1509133756.5067306, n=258)
[DEBUG, 1509133756.5812151]: PiCamera image received: ImageMessage(t=1509133756.5812013, n=259)
[DEBUG, 1509133756.6155384]: PiCamera image received: ImageMessage(t=1509133756.6155236, n=260)
[DEBUG, 1509133756.6501586]: PiCamera image received: ImageMessage(t=1509133756.6501427, n=261)
[DEBUG, 1509133756.6832912]: PiCamera image received: ImageMessage(t=1509133756.6832752, n=262)
[DEBUG, 1509133756.7209563]: PiCamera image received: ImageMessage(t=1509133756.7209382, n=263)
[DEBUG, 1509133756.786159]: PiCamera image received: ImageMessage(t=1509133756.7861428, n=264)
[DEBUG, 1509133756.818656]: PiCamera image received: ImageMessage(t=1509133756.8186414, n=265)
[DEBUG, 1509133756.894356]: PiCamera image received: ImageMessage(t=1509133756.8943412, n=266)
[DEBUG, 1509133756.9271684]: PiCamera image received: ImageMessage(t=1509133756.9271538, n=267)
[DEBUG, 1509133756.960569]: PiCamera image received: ImageMessage(t=1509133756.9605541, n=268)
[DEBUG, 1509133757.0593297]: PiCamera image received: ImageMessage(t=1509133757.0593147, n=269)
[DEBUG, 1509133757.0923648]: PiCamera image received: ImageMessage(t=1509133757.0923502, n=270)
[DEBUG, 1509133757.1297746]: PiCamera image received: ImageMessage(t=1509133757.1296716, n=271)
[DEBUG, 1509133757.165726]: PiCamera image received: ImageMessage(t=1509133757.1657126, n=272)
[DEBUG, 1509133757.211866]: PiCamera image received: ImageMessage(t=1509133757.211846, n=273)
[DEBUG, 1509133757.3192372]: PiCamera image received: ImageMessage(t=1509133757.3192174, n=274)
[DEBUG, 1509133757.3518124]: PiCamera image received: ImageMessage(t=1509133757.3517973, n=275)
[DEBUG, 1509133757.4169483]: PiCamera image received: ImageMessage(t=1509133757.4169323, n=276)
[DEBUG, 1509133757.4857368]: PiCamera image received: ImageMessage(t=1509133757.485721, n=277)
[DEBUG, 1509133757.5201268]: PiCamera image received: ImageMessage(t=1509133757.5201118, n=278)
[DEBUG, 1509133757.5522609]: PiCamera image received: ImageMessage(t=1509133757.5522463, n=279)
[DEBUG, 1509133757.5854685]: PiCamera image received: ImageMessage(t=1509133757.585454, n=280)
[DEBUG, 1509133757.653107]: PiCamera image received: ImageMessage(t=1509133757.6530898, n=281)
[DEBUG, 1509133757.685987]: PiCamera image received: ImageMessage(t=1509133757.685971, n=282)
[DEBUG, 1509133757.7513201]: PiCamera image received: ImageMessage(t=1509133757.7513056, n=283)
[DEBUG, 1509133757.7840452]: PiCamera image received: ImageMessage(t=1509133757.784031, n=284)
[DEBUG, 1509133757.8490493]: PiCamera image received: ImageMessage(t=1509133757.8490345, n=285)
[DEBUG, 1509133757.9206135]: PiCamera image received: ImageMessage(t=1509133757.9205983, n=286)
[DEBUG, 1509133757.953586]: PiCamera image received: ImageMessage(t=1509133757.953571, n=287)
[DEBUG, 1509133757.9856703]: PiCamera image received: ImageMessage(t=1509133757.9856558, n=288)
[DEBUG, 1509133758.0192251]: PiCamera image received: ImageMessage(t=1509133758.0192106, n=289)
