[PiCamera @ factory.py:85][DEBUG] 2017-10-27 00:19:55,347: Logging to: logs/2017_Oct_27/PiCamera/00_19_55.log
[PiCamera @ picamera.py:49][DEBUG] 2017-10-27 00:19:55,412: PiCamera setup
[PiCamera @ picamera.py:60][INFO] 2017-10-27 00:19:55,816: PiCamera initialized: <picamera.camera.PiCamera object at 0x703e2a58>
[PiCamera @ picamera.py:129][INFO] 2017-10-27 00:19:55,817: Warming up camera
[PiCamera @ node.py:64][DEBUG] 2017-10-27 00:20:08,267: [log buffer start]
[DEBUG, 1509078000.5865297]: PiCamera image received: ImageMessage(t=1509078000.5865114, n=17)
[DEBUG, 1509078000.6210945]: PiCamera image received: ImageMessage(t=1509078000.621075, n=18)
[DEBUG, 1509078000.686695]: PiCamera image received: ImageMessage(t=1509078000.6866765, n=19)
[DEBUG, 1509078000.719355]: PiCamera image received: ImageMessage(t=1509078000.719337, n=20)
[DEBUG, 1509078000.7520058]: PiCamera image received: ImageMessage(t=1509078000.7519884, n=21)
[DEBUG, 1509078000.7851458]: PiCamera image received: ImageMessage(t=1509078000.7851284, n=22)
[DEBUG, 1509078000.8903358]: PiCamera image received: ImageMessage(t=1509078000.8903155, n=23)
[DEBUG, 1509078000.9282346]: PiCamera image received: ImageMessage(t=1509078000.9282162, n=24)
[DEBUG, 1509078000.9603689]: PiCamera image received: ImageMessage(t=1509078000.9603517, n=25)
[DEBUG, 1509078001.0262687]: PiCamera image received: ImageMessage(t=1509078001.0262516, n=26)
[DEBUG, 1509078001.0585527]: PiCamera image received: ImageMessage(t=1509078001.0585344, n=27)
[DEBUG, 1509078001.0939934]: PiCamera image received: ImageMessage(t=1509078001.0939739, n=28)
[DEBUG, 1509078001.1282153]: PiCamera image received: ImageMessage(t=1509078001.1281974, n=29)
[DEBUG, 1509078001.2000039]: PiCamera image received: ImageMessage(t=1509078001.199986, n=30)
[DEBUG, 1509078001.2419212]: PiCamera image received: ImageMessage(t=1509078001.2419033, n=32)
[DEBUG, 1509078001.2753959]: PiCamera image received: ImageMessage(t=1509078001.2753782, n=33)
[DEBUG, 1509078001.31317]: PiCamera image received: ImageMessage(t=1509078001.31315, n=34)
[DEBUG, 1509078001.3833458]: PiCamera image received: ImageMessage(t=1509078001.383327, n=35)
[DEBUG, 1509078001.4230332]: PiCamera image received: ImageMessage(t=1509078001.4230149, n=36)
[DEBUG, 1509078001.461106]: PiCamera image received: ImageMessage(t=1509078001.4610884, n=37)
[DEBUG, 1509078001.4959862]: PiCamera image received: ImageMessage(t=1509078001.4959676, n=38)
[DEBUG, 1509078001.5316436]: PiCamera image received: ImageMessage(t=1509078001.5316262, n=39)
[DEBUG, 1509078001.5641282]: PiCamera image received: ImageMessage(t=1509078001.5641108, n=40)
[DEBUG, 1509078001.597374]: PiCamera image received: ImageMessage(t=1509078001.5973558, n=41)
[DEBUG, 1509078001.6300282]: PiCamera image received: ImageMessage(t=1509078001.630011, n=42)
[DEBUG, 1509078001.6632948]: PiCamera image received: ImageMessage(t=1509078001.663276, n=43)
[DEBUG, 1509078001.728183]: PiCamera image received: ImageMessage(t=1509078001.728164, n=44)
[DEBUG, 1509078001.7608385]: PiCamera image received: ImageMessage(t=1509078001.760821, n=45)
[DEBUG, 1509078001.8643496]: PiCamera image received: ImageMessage(t=1509078001.864332, n=46)
[DEBUG, 1509078001.8973336]: PiCamera image received: ImageMessage(t=1509078001.8973157, n=47)
[DEBUG, 1509078001.9302151]: PiCamera image received: ImageMessage(t=1509078001.9301963, n=48)
[DEBUG, 1509078001.9961412]: PiCamera image received: ImageMessage(t=1509078001.9961224, n=49)
[DEBUG, 1509078002.0293314]: PiCamera image received: ImageMessage(t=1509078002.029314, n=50)
[DEBUG, 1509078002.0949116]: PiCamera image received: ImageMessage(t=1509078002.0948925, n=51)
[DEBUG, 1509078002.1278212]: PiCamera image received: ImageMessage(t=1509078002.1278045, n=52)
[DEBUG, 1509078002.1608663]: PiCamera image received: ImageMessage(t=1509078002.1608484, n=53)
[DEBUG, 1509078002.1930275]: PiCamera image received: ImageMessage(t=1509078002.1930115, n=54)
[DEBUG, 1509078002.2603743]: PiCamera image received: ImageMessage(t=1509078002.2603562, n=55)
[DEBUG, 1509078002.293878]: PiCamera image received: ImageMessage(t=1509078002.2938612, n=56)
[DEBUG, 1509078002.3686373]: PiCamera image received: ImageMessage(t=1509078002.3686206, n=57)
[DEBUG, 1509078002.4009194]: PiCamera image received: ImageMessage(t=1509078002.4009018, n=58)
[DEBUG, 1509078002.4336584]: PiCamera image received: ImageMessage(t=1509078002.4336405, n=59)
[DEBUG, 1509078002.467231]: PiCamera image received: ImageMessage(t=1509078002.4672146, n=60)
[DEBUG, 1509078002.4999824]: PiCamera image received: ImageMessage(t=1509078002.4999647, n=61)
[DEBUG, 1509078002.596583]: PiCamera image received: ImageMessage(t=1509078002.5965662, n=62)
[DEBUG, 1509078002.6291318]: PiCamera image received: ImageMessage(t=1509078002.6291153, n=63)
[DEBUG, 1509078002.6624765]: PiCamera image received: ImageMessage(t=1509078002.6624577, n=64)
[DEBUG, 1509078002.6952336]: PiCamera image received: ImageMessage(t=1509078002.6952164, n=65)
[DEBUG, 1509078002.8040597]: PiCamera image received: ImageMessage(t=1509078002.8040411, n=66)
[DEBUG, 1509078002.8376422]: PiCamera image received: ImageMessage(t=1509078002.8376243, n=67)
[DEBUG, 1509078002.9028978]: PiCamera image received: ImageMessage(t=1509078002.9028804, n=68)
[DEBUG, 1509078002.936981]: PiCamera image received: ImageMessage(t=1509078002.9369648, n=69)
[DEBUG, 1509078002.9697835]: PiCamera image received: ImageMessage(t=1509078002.9697635, n=70)
[DEBUG, 1509078003.2172778]: PiCamera image received: ImageMessage(t=1509078003.2172658, n=71)
[DEBUG, 1509078003.2852588]: PiCamera image received: ImageMessage(t=1509078003.285249, n=72)
[DEBUG, 1509078003.3179374]: PiCamera image received: ImageMessage(t=1509078003.3179266, n=73)
[DEBUG, 1509078003.4237845]: PiCamera image received: ImageMessage(t=1509078003.4237738, n=74)
[DEBUG, 1509078003.456465]: PiCamera image received: ImageMessage(t=1509078003.456455, n=75)
[DEBUG, 1509078003.5554845]: PiCamera image received: ImageMessage(t=1509078003.5554745, n=76)
[DEBUG, 1509078003.6195307]: PiCamera image received: ImageMessage(t=1509078003.6195185, n=77)
[DEBUG, 1509078003.6518626]: PiCamera image received: ImageMessage(t=1509078003.651853, n=78)
[DEBUG, 1509078003.6841648]: PiCamera image received: ImageMessage(t=1509078003.684152, n=79)
[DEBUG, 1509078003.7167394]: PiCamera image received: ImageMessage(t=1509078003.7167292, n=80)
[DEBUG, 1509078003.7487824]: PiCamera image received: ImageMessage(t=1509078003.7487698, n=81)
[DEBUG, 1509078003.7811382]: PiCamera image received: ImageMessage(t=1509078003.781129, n=82)
[DEBUG, 1509078003.8145952]: PiCamera image received: ImageMessage(t=1509078003.814584, n=83)
[DEBUG, 1509078003.84784]: PiCamera image received: ImageMessage(t=1509078003.8478217, n=84)
[DEBUG, 1509078003.8826694]: PiCamera image received: ImageMessage(t=1509078003.8826528, n=85)
[DEBUG, 1509078003.9152296]: PiCamera image received: ImageMessage(t=1509078003.915212, n=86)
[DEBUG, 1509078003.9485257]: PiCamera image received: ImageMessage(t=1509078003.9485154, n=87)
[DEBUG, 1509078004.0483603]: PiCamera image received: ImageMessage(t=1509078004.0483506, n=89)
[DEBUG, 1509078004.0804296]: PiCamera image received: ImageMessage(t=1509078004.0804193, n=90)
[DEBUG, 1509078004.1127088]: PiCamera image received: ImageMessage(t=1509078004.1126986, n=91)
[DEBUG, 1509078004.1464796]: PiCamera image received: ImageMessage(t=1509078004.146469, n=92)
[DEBUG, 1509078004.1788213]: PiCamera image received: ImageMessage(t=1509078004.1788094, n=93)
[DEBUG, 1509078004.2117524]: PiCamera image received: ImageMessage(t=1509078004.2117429, n=94)
[DEBUG, 1509078004.2446218]: PiCamera image received: ImageMessage(t=1509078004.2446113, n=95)
[DEBUG, 1509078004.2774158]: PiCamera image received: ImageMessage(t=1509078004.2774067, n=96)
[DEBUG, 1509078004.310062]: PiCamera image received: ImageMessage(t=1509078004.3100514, n=97)
[DEBUG, 1509078004.3423812]: PiCamera image received: ImageMessage(t=1509078004.3423717, n=98)
[DEBUG, 1509078004.3749015]: PiCamera image received: ImageMessage(t=1509078004.3748896, n=99)
[DEBUG, 1509078004.4073312]: PiCamera image received: ImageMessage(t=1509078004.4073203, n=100)
[DEBUG, 1509078004.4420502]: PiCamera image received: ImageMessage(t=1509078004.4420412, n=101)
[DEBUG, 1509078004.4749074]: PiCamera image received: ImageMessage(t=1509078004.4748957, n=102)
[DEBUG, 1509078004.512273]: PiCamera image received: ImageMessage(t=1509078004.5122635, n=103)
[DEBUG, 1509078004.5466545]: PiCamera image received: ImageMessage(t=1509078004.5466444, n=104)
[DEBUG, 1509078004.5790606]: PiCamera image received: ImageMessage(t=1509078004.5790503, n=106)
[DEBUG, 1509078004.6119487]: PiCamera image received: ImageMessage(t=1509078004.611939, n=107)
[DEBUG, 1509078004.65856]: PiCamera image received: ImageMessage(t=1509078004.6585443, n=108)
[DEBUG, 1509078004.691355]: PiCamera image received: ImageMessage(t=1509078004.6913376, n=109)
[DEBUG, 1509078004.7637138]: PiCamera image received: ImageMessage(t=1509078004.7636962, n=110)
[DEBUG, 1509078004.7968934]: PiCamera image received: ImageMessage(t=1509078004.7968721, n=111)
[DEBUG, 1509078004.8333838]: PiCamera image received: ImageMessage(t=1509078004.833365, n=112)
[DEBUG, 1509078004.9323614]: PiCamera image received: ImageMessage(t=1509078004.932342, n=113)
[DEBUG, 1509078005.0008438]: PiCamera image received: ImageMessage(t=1509078005.000826, n=114)
[DEBUG, 1509078005.0335662]: PiCamera image received: ImageMessage(t=1509078005.0335495, n=115)
[DEBUG, 1509078005.067359]: PiCamera image received: ImageMessage(t=1509078005.067341, n=116)
[DEBUG, 1509078005.1334813]: PiCamera image received: ImageMessage(t=1509078005.1334643, n=117)
[DEBUG, 1509078005.2399988]: PiCamera image received: ImageMessage(t=1509078005.2399797, n=118)
[DEBUG, 1509078005.273245]: PiCamera image received: ImageMessage(t=1509078005.2732272, n=119)
[DEBUG, 1509078005.306845]: PiCamera image received: ImageMessage(t=1509078005.3068278, n=120)
[DEBUG, 1509078005.3390412]: PiCamera image received: ImageMessage(t=1509078005.3390207, n=121)
[DEBUG, 1509078005.3717031]: PiCamera image received: ImageMessage(t=1509078005.3716848, n=122)
[DEBUG, 1509078005.4052234]: PiCamera image received: ImageMessage(t=1509078005.405206, n=123)
[DEBUG, 1509078005.4411128]: PiCamera image received: ImageMessage(t=1509078005.4410954, n=124)
[DEBUG, 1509078005.5383427]: PiCamera image received: ImageMessage(t=1509078005.538326, n=125)
[DEBUG, 1509078005.5739062]: PiCamera image received: ImageMessage(t=1509078005.5738895, n=126)
[DEBUG, 1509078005.6066349]: PiCamera image received: ImageMessage(t=1509078005.6066144, n=127)
[DEBUG, 1509078005.639933]: PiCamera image received: ImageMessage(t=1509078005.6399148, n=128)
[DEBUG, 1509078005.7426867]: PiCamera image received: ImageMessage(t=1509078005.7426696, n=130)
[DEBUG, 1509078005.8104858]: PiCamera image received: ImageMessage(t=1509078005.8104699, n=131)
[DEBUG, 1509078005.8905594]: PiCamera image received: ImageMessage(t=1509078005.890541, n=132)
[DEBUG, 1509078005.9278357]: PiCamera image received: ImageMessage(t=1509078005.9278178, n=133)
[DEBUG, 1509078005.9609392]: PiCamera image received: ImageMessage(t=1509078005.9609203, n=134)
[DEBUG, 1509078006.0263991]: PiCamera image received: ImageMessage(t=1509078006.0263817, n=135)
[DEBUG, 1509078006.059097]: PiCamera image received: ImageMessage(t=1509078006.05908, n=136)
[DEBUG, 1509078006.0925257]: PiCamera image received: ImageMessage(t=1509078006.0925078, n=137)
[DEBUG, 1509078006.1253927]: PiCamera image received: ImageMessage(t=1509078006.1253755, n=138)
[DEBUG, 1509078006.2229948]: PiCamera image received: ImageMessage(t=1509078006.2229779, n=139)
[DEBUG, 1509078006.2554767]: PiCamera image received: ImageMessage(t=1509078006.2554579, n=140)
[DEBUG, 1509078006.2889228]: PiCamera image received: ImageMessage(t=1509078006.2889051, n=141)
[DEBUG, 1509078006.3550005]: PiCamera image received: ImageMessage(t=1509078006.3549805, n=142)
[DEBUG, 1509078006.4273481]: PiCamera image received: ImageMessage(t=1509078006.42733, n=143)
[DEBUG, 1509078006.4625385]: PiCamera image received: ImageMessage(t=1509078006.4625175, n=144)
[DEBUG, 1509078006.5286415]: PiCamera image received: ImageMessage(t=1509078006.528621, n=145)
[DEBUG, 1509078006.5618527]: PiCamera image received: ImageMessage(t=1509078006.5618343, n=146)
[DEBUG, 1509078006.5953257]: PiCamera image received: ImageMessage(t=1509078006.5953083, n=147)
[DEBUG, 1509078006.6280837]: PiCamera image received: ImageMessage(t=1509078006.6280663, n=148)
[DEBUG, 1509078006.660408]: PiCamera image received: ImageMessage(t=1509078006.6603904, n=149)
[DEBUG, 1509078006.7601602]: PiCamera image received: ImageMessage(t=1509078006.7601402, n=150)
[DEBUG, 1509078006.867403]: PiCamera image received: ImageMessage(t=1509078006.8673851, n=151)
[DEBUG, 1509078006.9020452]: PiCamera image received: ImageMessage(t=1509078006.902027, n=152)
[DEBUG, 1509078006.968713]: PiCamera image received: ImageMessage(t=1509078006.9686937, n=153)
[DEBUG, 1509078007.0032215]: PiCamera image received: ImageMessage(t=1509078007.003202, n=154)
[DEBUG, 1509078007.0397227]: PiCamera image received: ImageMessage(t=1509078007.0397058, n=155)
[DEBUG, 1509078007.145885]: PiCamera image received: ImageMessage(t=1509078007.145868, n=156)
[DEBUG, 1509078007.1797907]: PiCamera image received: ImageMessage(t=1509078007.179773, n=157)
[DEBUG, 1509078007.2121153]: PiCamera image received: ImageMessage(t=1509078007.2120967, n=158)
[DEBUG, 1509078007.282137]: PiCamera image received: ImageMessage(t=1509078007.2820995, n=159)
[DEBUG, 1509078007.3160508]: PiCamera image received: ImageMessage(t=1509078007.316034, n=160)
[DEBUG, 1509078007.349424]: PiCamera image received: ImageMessage(t=1509078007.3494077, n=161)
[DEBUG, 1509078007.4488707]: PiCamera image received: ImageMessage(t=1509078007.4488535, n=162)
[DEBUG, 1509078007.554421]: PiCamera image received: ImageMessage(t=1509078007.5544033, n=163)
[DEBUG, 1509078007.5877955]: PiCamera image received: ImageMessage(t=1509078007.5877779, n=164)
[DEBUG, 1509078007.6542215]: PiCamera image received: ImageMessage(t=1509078007.6542044, n=165)
[DEBUG, 1509078007.7556741]: PiCamera image received: ImageMessage(t=1509078007.7554183, n=166)
[DEBUG, 1509078007.885318]: PiCamera image received: ImageMessage(t=1509078007.8853018, n=167)
[DEBUG, 1509078007.9578607]: PiCamera image received: ImageMessage(t=1509078007.9578438, n=168)
[DEBUG, 1509078007.9938245]: PiCamera image received: ImageMessage(t=1509078007.9938037, n=169)
[DEBUG, 1509078008.0261793]: PiCamera image received: ImageMessage(t=1509078008.026162, n=170)
[DEBUG, 1509078008.0910213]: PiCamera image received: ImageMessage(t=1509078008.0910087, n=171)
[DEBUG, 1509078008.1231544]: PiCamera image received: ImageMessage(t=1509078008.123145, n=172)
[DEBUG, 1509078008.155446]: PiCamera image received: ImageMessage(t=1509078008.1554346, n=173)
[DEBUG, 1509078008.188035]: PiCamera image received: ImageMessage(t=1509078008.1880233, n=174)
[DEBUG, 1509078008.2208557]: PiCamera image received: ImageMessage(t=1509078008.2208447, n=175)
[DEBUG, 1509078008.266747]: PiCamera image received: ImageMessage(t=1509078008.2667305, n=176)
[log buffer end]
[PiCamera @ node.py:66][DEBUG] 2017-10-27 00:20:08,269: logging message buffer (len=16454)
[PiCamera @ node.py:64][DEBUG] 2017-10-27 00:20:16,937: [log buffer start]
[DEBUG, 1509078008.303811]: PiCamera image received: ImageMessage(t=1509078008.3037937, n=177)
[DEBUG, 1509078008.336655]: PiCamera image received: ImageMessage(t=1509078008.3366375, n=178)
[DEBUG, 1509078008.3709908]: PiCamera image received: ImageMessage(t=1509078008.3709576, n=179)
[DEBUG, 1509078008.469409]: PiCamera image received: ImageMessage(t=1509078008.469388, n=180)
[DEBUG, 1509078008.501441]: PiCamera image received: ImageMessage(t=1509078008.5014231, n=181)
[DEBUG, 1509078008.5344439]: PiCamera image received: ImageMessage(t=1509078008.5344255, n=182)
[DEBUG, 1509078008.6335614]: PiCamera image received: ImageMessage(t=1509078008.6335442, n=183)
[DEBUG, 1509078008.6665783]: PiCamera image received: ImageMessage(t=1509078008.6665611, n=184)
[DEBUG, 1509078008.7707179]: PiCamera image received: ImageMessage(t=1509078008.7707012, n=186)
[DEBUG, 1509078008.8357806]: PiCamera image received: ImageMessage(t=1509078008.835762, n=187)
[DEBUG, 1509078008.868072]: PiCamera image received: ImageMessage(t=1509078008.8680549, n=188)
[DEBUG, 1509078008.964108]: PiCamera image received: ImageMessage(t=1509078008.9640913, n=189)
[DEBUG, 1509078009.0281415]: PiCamera image received: ImageMessage(t=1509078009.0281239, n=190)
[DEBUG, 1509078009.0608463]: PiCamera image received: ImageMessage(t=1509078009.060828, n=191)
[DEBUG, 1509078009.1579597]: PiCamera image received: ImageMessage(t=1509078009.1579432, n=192)
[DEBUG, 1509078009.1959136]: PiCamera image received: ImageMessage(t=1509078009.1958961, n=193)
[DEBUG, 1509078009.2284906]: PiCamera image received: ImageMessage(t=1509078009.2284732, n=194)
[DEBUG, 1509078009.2659252]: PiCamera image received: ImageMessage(t=1509078009.2659087, n=195)
[DEBUG, 1509078009.3684669]: PiCamera image received: ImageMessage(t=1509078009.3684502, n=197)
[DEBUG, 1509078009.4661927]: PiCamera image received: ImageMessage(t=1509078009.466177, n=198)
[DEBUG, 1509078009.500041]: PiCamera image received: ImageMessage(t=1509078009.5000238, n=199)
[DEBUG, 1509078009.5331285]: PiCamera image received: ImageMessage(t=1509078009.5331109, n=200)
[DEBUG, 1509078009.6304762]: PiCamera image received: ImageMessage(t=1509078009.6304584, n=201)
[DEBUG, 1509078009.6636024]: PiCamera image received: ImageMessage(t=1509078009.6635847, n=202)
[DEBUG, 1509078009.6974678]: PiCamera image received: ImageMessage(t=1509078009.6974463, n=203)
[DEBUG, 1509078009.8021328]: PiCamera image received: ImageMessage(t=1509078009.8021145, n=204)
[DEBUG, 1509078009.835256]: PiCamera image received: ImageMessage(t=1509078009.8352387, n=205)
[DEBUG, 1509078009.868465]: PiCamera image received: ImageMessage(t=1509078009.868447, n=206)
[DEBUG, 1509078009.9346023]: PiCamera image received: ImageMessage(t=1509078009.9345326, n=207)
[DEBUG, 1509078010.0000844]: PiCamera image received: ImageMessage(t=1509078010.0000675, n=208)
[DEBUG, 1509078010.0668693]: PiCamera image received: ImageMessage(t=1509078010.0668516, n=209)
[DEBUG, 1509078010.099061]: PiCamera image received: ImageMessage(t=1509078010.0990431, n=210)
[DEBUG, 1509078010.131921]: PiCamera image received: ImageMessage(t=1509078010.1319046, n=211)
[DEBUG, 1509078010.236258]: PiCamera image received: ImageMessage(t=1509078010.2362382, n=212)
[DEBUG, 1509078010.2724123]: PiCamera image received: ImageMessage(t=1509078010.272382, n=213)
[DEBUG, 1509078010.305241]: PiCamera image received: ImageMessage(t=1509078010.3052242, n=214)
[DEBUG, 1509078010.3703969]: PiCamera image received: ImageMessage(t=1509078010.370378, n=215)
[DEBUG, 1509078010.4720519]: PiCamera image received: ImageMessage(t=1509078010.4720342, n=216)
[DEBUG, 1509078010.568105]: PiCamera image received: ImageMessage(t=1509078010.5680876, n=217)
[DEBUG, 1509078010.6003623]: PiCamera image received: ImageMessage(t=1509078010.6003444, n=218)
[DEBUG, 1509078010.7016838]: PiCamera image received: ImageMessage(t=1509078010.7016664, n=219)
[DEBUG, 1509078010.7390904]: PiCamera image received: ImageMessage(t=1509078010.7390726, n=220)
[DEBUG, 1509078010.7726848]: PiCamera image received: ImageMessage(t=1509078010.7726667, n=221)
[DEBUG, 1509078010.8111434]: PiCamera image received: ImageMessage(t=1509078010.8111258, n=222)
[DEBUG, 1509078010.8440754]: PiCamera image received: ImageMessage(t=1509078010.8440573, n=223)
[DEBUG, 1509078010.8775897]: PiCamera image received: ImageMessage(t=1509078010.877573, n=224)
[DEBUG, 1509078010.9423373]: PiCamera image received: ImageMessage(t=1509078010.9423196, n=225)
[DEBUG, 1509078010.975358]: PiCamera image received: ImageMessage(t=1509078010.97534, n=226)
[DEBUG, 1509078011.0738986]: PiCamera image received: ImageMessage(t=1509078011.0738819, n=227)
[DEBUG, 1509078011.1851]: PiCamera image received: ImageMessage(t=1509078011.1850812, n=228)
[DEBUG, 1509078011.2178874]: PiCamera image received: ImageMessage(t=1509078011.2178686, n=229)
[DEBUG, 1509078011.2500935]: PiCamera image received: ImageMessage(t=1509078011.2500768, n=230)
[DEBUG, 1509078011.2827294]: PiCamera image received: ImageMessage(t=1509078011.2827122, n=231)
[DEBUG, 1509078011.317453]: PiCamera image received: ImageMessage(t=1509078011.317432, n=232)
[DEBUG, 1509078011.4145331]: PiCamera image received: ImageMessage(t=1509078011.4145167, n=233)
[DEBUG, 1509078011.4550009]: PiCamera image received: ImageMessage(t=1509078011.454981, n=234)
[DEBUG, 1509078011.4895155]: PiCamera image received: ImageMessage(t=1509078011.4894965, n=235)
[DEBUG, 1509078011.5234718]: PiCamera image received: ImageMessage(t=1509078011.5234544, n=236)
[DEBUG, 1509078011.5561748]: PiCamera image received: ImageMessage(t=1509078011.5561566, n=237)
[DEBUG, 1509078011.6209764]: PiCamera image received: ImageMessage(t=1509078011.620958, n=238)
[DEBUG, 1509078011.6539667]: PiCamera image received: ImageMessage(t=1509078011.65395, n=239)
[DEBUG, 1509078011.7509134]: PiCamera image received: ImageMessage(t=1509078011.7508962, n=240)
[DEBUG, 1509078011.8479211]: PiCamera image received: ImageMessage(t=1509078011.8479023, n=241)
[DEBUG, 1509078011.8800938]: PiCamera image received: ImageMessage(t=1509078011.880076, n=242)
[DEBUG, 1509078011.9130588]: PiCamera image received: ImageMessage(t=1509078011.91304, n=243)
[DEBUG, 1509078012.0156016]: PiCamera image received: ImageMessage(t=1509078012.0155816, n=244)
[DEBUG, 1509078012.0481477]: PiCamera image received: ImageMessage(t=1509078012.0481298, n=245)
[DEBUG, 1509078012.081151]: PiCamera image received: ImageMessage(t=1509078012.081132, n=246)
[DEBUG, 1509078012.1467044]: PiCamera image received: ImageMessage(t=1509078012.1466937, n=247)
[DEBUG, 1509078012.1855702]: PiCamera image received: ImageMessage(t=1509078012.1855595, n=248)
[DEBUG, 1509078012.2174442]: PiCamera image received: ImageMessage(t=1509078012.2174335, n=249)
[DEBUG, 1509078012.2518034]: PiCamera image received: ImageMessage(t=1509078012.2517917, n=250)
[DEBUG, 1509078012.2846987]: PiCamera image received: ImageMessage(t=1509078012.2846873, n=251)
[DEBUG, 1509078012.3171802]: PiCamera image received: ImageMessage(t=1509078012.3171704, n=252)
[DEBUG, 1509078012.352423]: PiCamera image received: ImageMessage(t=1509078012.3524125, n=253)
[DEBUG, 1509078012.384621]: PiCamera image received: ImageMessage(t=1509078012.3846107, n=254)
[DEBUG, 1509078012.417422]: PiCamera image received: ImageMessage(t=1509078012.4174116, n=256)
[DEBUG, 1509078012.4844587]: PiCamera image received: ImageMessage(t=1509078012.484448, n=258)
[DEBUG, 1509078012.5571587]: PiCamera image received: ImageMessage(t=1509078012.5570333, n=259)
[DEBUG, 1509078012.6254976]: PiCamera image received: ImageMessage(t=1509078012.6254623, n=260)
[DEBUG, 1509078012.7307367]: PiCamera image received: ImageMessage(t=1509078012.7307193, n=261)
[DEBUG, 1509078012.8346593]: PiCamera image received: ImageMessage(t=1509078012.834642, n=262)
[DEBUG, 1509078012.86839]: PiCamera image received: ImageMessage(t=1509078012.868373, n=263)
[DEBUG, 1509078012.9013755]: PiCamera image received: ImageMessage(t=1509078012.9013581, n=264)
[DEBUG, 1509078012.968667]: PiCamera image received: ImageMessage(t=1509078012.96865, n=265)
[DEBUG, 1509078013.000997]: PiCamera image received: ImageMessage(t=1509078013.000979, n=266)
[DEBUG, 1509078013.0335388]: PiCamera image received: ImageMessage(t=1509078013.033522, n=267)
[DEBUG, 1509078013.0659761]: PiCamera image received: ImageMessage(t=1509078013.0659556, n=268)
[DEBUG, 1509078013.0989304]: PiCamera image received: ImageMessage(t=1509078013.0989134, n=269)
[DEBUG, 1509078013.2033782]: PiCamera image received: ImageMessage(t=1509078013.2033603, n=270)
[DEBUG, 1509078013.238231]: PiCamera image received: ImageMessage(t=1509078013.2382145, n=271)
[DEBUG, 1509078013.2779846]: PiCamera image received: ImageMessage(t=1509078013.2779646, n=273)
[DEBUG, 1509078013.3754048]: PiCamera image received: ImageMessage(t=1509078013.3753872, n=274)
[DEBUG, 1509078013.4083471]: PiCamera image received: ImageMessage(t=1509078013.4083283, n=275)
[DEBUG, 1509078013.4409049]: PiCamera image received: ImageMessage(t=1509078013.4408872, n=276)
[DEBUG, 1509078013.4766262]: PiCamera image received: ImageMessage(t=1509078013.4766092, n=277)
[DEBUG, 1509078013.590095]: PiCamera image received: ImageMessage(t=1509078013.5900772, n=278)
[DEBUG, 1509078013.6557322]: PiCamera image received: ImageMessage(t=1509078013.6557126, n=279)
[DEBUG, 1509078013.688107]: PiCamera image received: ImageMessage(t=1509078013.6880875, n=280)
[DEBUG, 1509078013.7219334]: PiCamera image received: ImageMessage(t=1509078013.7219133, n=281)
[DEBUG, 1509078013.75431]: PiCamera image received: ImageMessage(t=1509078013.754289, n=282)
[DEBUG, 1509078013.7874737]: PiCamera image received: ImageMessage(t=1509078013.7874546, n=283)
